id	parlamentarier_id	kommission_id	funktion	parlament_committee_function	parlament_committee_function_name	von	bis	freigabe_datum
1656	34	52	"vizepraesident"	6	"Vizepräsident/in"	2019-12-16		2019-12-16T00:00:00
1657	235	52	"praesident"	2	"Präsident/in"	2019-12-16		2019-12-16T00:00:00
1658	36	52	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1659	196	52	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1660	321	52	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1661	266	53	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1662	66	53	"praesident"	2	"Präsident/in"	2019-12-16		2019-12-16T00:00:00
1663	275	53	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1664	230	53	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1665	125	53	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1666	295	53	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1667	318	53	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1668	352	53	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1669	380	53	"vizepraesident"	6	"Vizepräsident/in"	2019-12-16		2019-12-16T00:00:00
1670	266	54	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1671	125	54	"vizepraesident"	6	"Vizepräsident/in"	2019-12-16		2019-12-16T00:00:00
1672	295	54	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1673	319	54	"praesident"	2	"Präsident/in"	2019-12-16		2019-12-16T00:00:00
1674	192	54	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1675	421	54	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1676	352	54	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1677	375	20	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1679	83	20	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1680	396	20	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1681	287	20	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1682	137	20	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1683	295	20	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1684	298	20	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1686	168	20	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1687	416	20	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1688	242	20	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1689	192	20	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1690	384	20	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1691	361	20	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1692	266	18	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1693	270	18	"mitglied"	12	"Stellvertreter/in"	2019-12-16		2019-12-16T00:00:00
1694	273	18	"mitglied"	12	"Stellvertreter/in"	2019-12-16		2019-12-16T00:00:00
1695	4	18	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1696	275	18	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1697	388	18	"mitglied"	12	"Stellvertreter/in"	2019-12-16		2019-12-16T00:00:00
1698	389	18	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1699	316	18	"mitglied"	12	"Stellvertreter/in"	2019-12-16		2019-12-16T00:00:00
1700	374	18	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1701	396	18	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1702	405	18	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1703	406	18	"mitglied"	12	"Stellvertreter/in"	2019-12-16		2019-12-16T00:00:00
1704	295	18	"mitglied"	12	"Stellvertreter/in"	2019-12-16		2019-12-16T00:00:00
1705	154	18	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1706	415	18	"mitglied"	12	"Stellvertreter/in"	2019-12-16		2019-12-16T00:00:00
1707	331	18	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1709	419	18	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1710	420	18	"mitglied"	12	"Stellvertreter/in"	2019-12-16		2019-12-16T00:00:00
1711	354	18	"mitglied"	12	"Stellvertreter/in"	2019-12-16		2019-12-16T00:00:00
1714	235	42	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1718	248	37	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1723	355	38	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1724	66	38	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1725	381	38	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1726	120	38	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1736	275	35	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1738	76	35	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1739	89	35	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1740	97	35	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1742	40	21	"vizepraesident"	6	"Vizepräsident/in"	2019-12-16		2019-12-16T00:00:00
1743	66	21	"praesident"	2	"Präsident/in"	2019-12-16		2019-12-16T00:00:00
1744	227	21	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1745	333	21	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1746	410	21	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1747	38	21	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1748	361	21	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1749	380	21	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1751	238	41	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1753	307	41	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1754	51	60	"mitglied"	12	"Stellvertreter/in"	2019-12-16		2019-12-16T00:00:00
1755	392	60	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1756	82	60	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1757	296	60	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1758	298	60	"praesident"	2	"Präsident/in"	2019-12-16		2019-12-16T00:00:00
1759	299	60	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1760	168	60	"mitglied"	12	"Stellvertreter/in"	2019-12-16		2019-12-16T00:00:00
1761	378	60	"mitglied"	12	"Stellvertreter/in"	2019-12-16		2019-12-16T00:00:00
1762	180	60	"mitglied"	12	"Stellvertreter/in"	2019-12-16		2019-12-16T00:00:00
1763	190	60	"mitglied"	12	"Stellvertreter/in"	2019-12-16		2019-12-16T00:00:00
1764	198	60	"vizepraesident"	6	"Vizepräsident/in"	2019-12-16		2019-12-16T00:00:00
1765	307	60	"mitglied"	1	"Mitglied"	2019-12-16		2019-12-16T00:00:00
1766	361	60	"mitglied"	12	"Stellvertreter/in"	2019-12-16		2019-12-16T00:00:00
1767	386	60	"mitglied"	12	"Stellvertreter/in"	2019-12-16		2019-12-16T00:00:00
1768	332	27	"mitglied"	1	"Mitglied"	2019-12-20		2019-12-20T00:00:00
1769	266	57	"mitglied"	1	"Mitglied"	2019-12-20		2019-12-20T00:00:00
1770	273	57	"vizepraesident"	6	"Vizepräsident/in"	2019-12-20		2019-12-20T00:00:00
1771	108	43	"mitglied"	1	"Mitglied"	2019-12-20		2019-12-20T00:00:00
1772	230	43	"mitglied"	1	"Mitglied"	2019-12-20		2019-12-20T00:00:00
1773	317	43	"praesident"	2	"Präsident/in"	2019-12-20		2019-12-20T00:00:00
1774	382	43	"mitglied"	1	"Mitglied"	2019-12-20		2019-12-20T00:00:00
1775	187	43	"mitglied"	1	"Mitglied"	2019-12-20		2019-12-20T00:00:00
1776	190	43	"vizepraesident"	6	"Vizepräsident/in"	2019-12-20		2019-12-20T00:00:00
1777	179	18	"praesident"	2	"Präsident/in"	2019-12-20		2019-12-20T00:00:00
1778	246	18	"mitglied"	1	"Mitglied"	2019-12-20		2019-12-20T00:00:00
1779	264	42	"mitglied"	1	"Mitglied"	2019-12-20		2019-12-20T00:00:00
1780	60	42	"mitglied"	1	"Mitglied"	2019-12-20		2019-12-20T00:00:00
1782	388	42	"mitglied"	1	"Mitglied"	2019-12-20		2019-12-20T00:00:00
1785	104	42	"mitglied"	1	"Mitglied"	2019-12-20		2019-12-20T00:00:00
1786	327	42	"mitglied"	1	"Mitglied"	2019-12-20		2019-12-20T00:00:00
1787	116	42	"mitglied"	1	"Mitglied"	2019-12-20		2019-12-20T00:00:00
1789	143	42	"mitglied"	1	"Mitglied"	2019-12-20		2019-12-20T00:00:00
1794	280	38	"mitglied"	1	"Mitglied"	2019-12-20		2019-12-20T00:00:00
1795	125	38	"vizepraesident"	6	"Vizepräsident/in"	2019-12-20		2019-12-20T00:00:00
1796	14	38	"praesident"	2	"Präsident/in"	2019-12-20		2019-12-20T00:00:00
1797	266	62	"mitglied"	12	"Stellvertreter/in"	2019-12-20		2019-12-20T00:00:00
1798	104	62	"mitglied"	1	"Mitglied"	2019-12-20		2019-12-20T00:00:00
1799	402	62	"vizepraesident"	6	"Vizepräsident/in"	2019-12-20		2019-12-20T00:00:00
1800	192	62	"mitglied"	12	"Stellvertreter/in"	2019-12-20		2019-12-20T00:00:00
1801	422	62	"mitglied"	12	"Stellvertreter/in"	2019-12-20		2019-12-20T00:00:00
1802	310	62	"praesident"	2	"Präsident/in"	2019-12-20		2019-12-20T00:00:00
1803	39	35	"vizepraesident"	6	"Vizepräsident/in"	2019-12-20		2019-12-20T00:00:00
1804	355	35	"mitglied"	12	"Stellvertreter/in"	2019-12-20		2019-12-20T00:00:00
1805	315	35	"praesident"	2	"Präsident/in"	2019-12-20		2019-12-20T00:00:00
1806	301	35	"mitglied"	12	"Stellvertreter/in"	2019-12-20		2019-12-20T00:00:00
1807	266	40	"mitglied"	1	"Mitglied"	2019-12-20		2019-12-20T00:00:00
1808	80	40	"mitglied"	1	"Mitglied"	2019-12-20		2019-12-20T00:00:00
1809	102	40	"vizepraesident"	6	"Vizepräsident/in"	2019-12-20		2019-12-20T00:00:00
1810	116	40	"praesident"	2	"Präsident/in"	2019-12-20		2019-12-20T00:00:00
1811	153	40	"mitglied"	1	"Mitglied"	2019-12-20		2019-12-20T00:00:00
1812	301	40	"mitglied"	1	"Mitglied"	2019-12-20		2019-12-20T00:00:00
1813	97	41	"praesident"	2	"Präsident/in"	2019-12-20		2019-12-20T00:00:00
1814	301	41	"vizepraesident"	6	"Vizepräsident/in"	2019-12-20		2019-12-20T00:00:00
1815	250	37	"mitglied"	12	"Stellvertreter/in"	2020-01-12		2020-01-12T00:00:00
1816	318	37	"mitglied"	12	"Stellvertreter/in"	2020-01-12		2020-01-12T00:00:00
1817	161	37	"praesident"	2	"Präsident/in"	2020-01-12		2020-01-12T00:00:00
1818	188	37	"mitglied"	12	"Stellvertreter/in"	2020-01-12		2020-01-12T00:00:00
1819	192	37	"mitglied"	12	"Stellvertreter/in"	2020-01-12		2020-01-12T00:00:00
1820	422	37	"mitglied"	12	"Stellvertreter/in"	2020-01-12		2020-01-12T00:00:00
1821	345	37	"vizepraesident"	6	"Vizepräsident/in"	2020-01-12		2020-01-12T00:00:00
1822	86	42	"vizepraesident"	6	"Vizepräsident/in"	2020-01-22		2020-01-22T00:00:00
1823	88	42	"praesident"	2	"Präsident/in"	2020-01-22		2020-01-22T00:00:00
1824	179	39	"mitglied"	11	"Fraktionspräsident/in"	2020-02-28		2020-02-28T00:00:00
1825	81	32	"mitglied"	1	"Mitglied"	2020-02-28		2020-02-28T00:00:00
1826	166	32	"mitglied"	1	"Mitglied"	2020-02-28		2020-02-28T00:00:00
1827	198	32	"mitglied"	1	"Mitglied"	2020-02-28		2020-02-28T00:00:00
1830	183	31	"mitglied"	1	"Mitglied"	2020-02-28		2020-02-28T00:00:00
1831	21	31	"mitglied"	1	"Mitglied"	2020-02-28		2020-02-28T00:00:00
1832	270	29	"mitglied"	1	"Mitglied"	2020-02-28		2020-02-28T00:00:00
1833	330	29	"mitglied"	1	"Mitglied"	2020-02-28		2020-02-28T00:00:00
1834	390	29	"mitglied"	1	"Mitglied"	2020-02-28		2020-02-28T00:00:00
1835	403	29	"mitglied"	1	"Mitglied"	2020-02-28		2020-02-28T00:00:00
1836	331	29	"mitglied"	1	"Mitglied"	2020-02-28		2020-02-28T00:00:00
1839	179	44	"mitglied"	1	"Mitglied"	2020-02-28		2020-02-28T00:00:00
1841	367	30	"mitglied"	1	"Mitglied"	2020-02-28		2020-02-28T00:00:00
1842	36	30	"mitglied"	1	"Mitglied"	2020-02-28		2020-02-28T00:00:00
1843	361	30	"mitglied"	1	"Mitglied"	2020-02-28		2020-02-28T00:00:00
1844	219	32	"mitglied"	1	"Mitglied"	2020-03-06		2020-03-06T00:00:00
1845	382	32	"mitglied"	1	"Mitglied"	2020-03-06		2020-03-06T00:00:00
1847	160	32	"mitglied"	1	"Mitglied"	2020-03-06		2020-03-06T00:00:00
1848	180	32	"mitglied"	1	"Mitglied"	2020-03-06		2020-03-06T00:00:00
1849	343	31	"mitglied"	1	"Mitglied"	2020-03-06		2020-03-06T00:00:00
1850	228	31	"mitglied"	1	"Mitglied"	2020-03-06		2020-03-06T00:00:00
1852	36	31	"mitglied"	1	"Mitglied"	2020-03-06		2020-03-06T00:00:00
1853	242	31	"mitglied"	1	"Mitglied"	2020-03-06		2020-03-06T00:00:00
1854	86	29	"mitglied"	1	"Mitglied"	2020-03-06		2020-03-06T00:00:00
1856	295	29	"mitglied"	1	"Mitglied"	2020-03-06		2020-03-06T00:00:00
1858	192	29	"mitglied"	1	"Mitglied"	2020-03-06		2020-03-06T00:00:00
1859	4	44	"mitglied"	1	"Mitglied"	2020-03-06		2020-03-06T00:00:00
1863	405	44	"mitglied"	1	"Mitglied"	2020-03-06		2020-03-06T00:00:00
1864	228	30	"mitglied"	1	"Mitglied"	2020-03-06		2020-03-06T00:00:00
1866	400	30	"mitglied"	1	"Mitglied"	2020-03-06		2020-03-06T00:00:00
1868	312	30	"mitglied"	1	"Mitglied"	2020-03-06		2020-03-06T00:00:00
1869	425	9	"mitglied"	1	"Mitglied"	2020-03-06		2020-03-06T00:00:00
1870	265	44	"mitglied"	12	"Stellvertreter/in"	2020-04-04		2020-04-04T00:00:00
1871	66	44	"mitglied"	12	"Stellvertreter/in"	2020-04-04		2020-04-04T00:00:00
1872	275	44	"praesident"	2	"Präsident/in"	2020-04-04		2020-04-04T00:00:00
1873	76	44	"mitglied"	12	"Stellvertreter/in"	2020-04-04		2020-04-04T00:00:00
1874	396	44	"vizepraesident"	6	"Vizepräsident/in"	2020-04-04		2020-04-04T00:00:00
1876	131	32	"vizepraesident"	6	"Vizepräsident/in"	2020-04-10		2020-04-10T00:00:00
1877	366	32	"praesident"	2	"Präsident/in"	2020-04-10		2020-04-10T00:00:00
1878	34	31	"praesident"	2	"Präsident/in"	2020-04-10		2020-04-10T00:00:00
1879	333	31	"vizepraesident"	6	"Vizepräsident/in"	2020-04-10		2020-04-10T00:00:00
1881	299	29	"praesident"	2	"Präsident/in"	2020-04-10		2020-04-10T00:00:00
1882	34	30	"praesident"	2	"Präsident/in"	2020-04-10		2020-04-10T00:00:00
1883	414	30	"vizepraesident"	6	"Vizepräsident/in"	2020-04-10		2020-04-10T00:00:00
1884	387	19	"mitglied"	1	"Mitglied"	2020-05-16		2020-05-16T00:00:00
1885	425	27	"mitglied"	1	"Mitglied"	2020-05-16		2020-05-16T00:00:00
1886	198	39	"mitglied"	11	"Fraktionspräsident/in"	2020-06-13		2020-06-13T00:00:00
1887	264	63	"mitglied"	1	"Mitglied"	2020-07-10		2020-07-10T00:00:00
1889	66	63	"mitglied"	1	"Mitglied"	2020-07-10		2020-07-10T00:00:00
1890	82	63	"mitglied"	1	"Mitglied"	2020-07-10		2020-07-10T00:00:00
1891	235	63	"mitglied"	1	"Mitglied"	2020-07-10		2020-07-10T00:00:00
1892	142	63	"mitglied"	1	"Mitglied"	2020-07-10		2020-07-10T00:00:00
1893	238	63	"mitglied"	1	"Mitglied"	2020-07-10		2020-07-10T00:00:00
1894	332	63	"praesident"	2	"Präsident/in"	2020-07-10		2020-07-10T00:00:00
1895	158	63	"mitglied"	1	"Mitglied"	2020-07-10		2020-07-10T00:00:00
1896	188	63	"mitglied"	1	"Mitglied"	2020-07-10		2020-07-10T00:00:00
1897	406	42	"mitglied"	1	"Mitglied"	2020-08-14		2020-08-14T00:00:00
1899	79	19	"praesident"	2	"Präsident/in"	2020-08-30		2020-08-30T00:00:00
1900	185	19	"mitglied"	1	"Mitglied"	2020-09-09		2020-09-09T00:00:00
1901	76	20	"praesident"	2	"Präsident/in"	2020-09-09		2020-09-09T00:00:00
1902	299	20	"vizepraesident"	6	"Vizepräsident/in"	2020-09-09		2020-09-09T00:00:00
1903	402	29	"vizepraesident"	6	"Vizepräsident/in"	2020-11-06		2020-11-06T00:00:00
1904	39	39	"praesident"	2	"Präsident/in"	2020-12-04		2020-12-04T00:00:00
1905	65	39	"vizepraesident"	14	"2. Vizepräsident/in"	2020-12-04		2020-12-04T00:00:00
1906	329	39	"vizepraesident"	13	"1. Vizepräsident/in"	2020-12-04		2020-12-04T00:00:00
1907	401	58	"mitglied"	9	"Stimmenzähler/in"	2020-12-04		2020-12-04T00:00:00
1908	228	58	"vizepraesident"	14	"2. Vizepräsident/in"	2020-12-04		2020-12-04T00:00:00
1909	230	58	"vizepraesident"	13	"1. Vizepräsident/in"	2020-12-04		2020-12-04T00:00:00
1910	34	58	"praesident"	2	"Präsident/in"	2020-12-04		2020-12-04T00:00:00
1911	295	58	"mitglied"	10	"Ersatzstimmenzähler/in"	2020-12-04		2020-12-04T00:00:00
1912	65	45	"mitglied"	1	"Mitglied"	2020-12-04		2020-12-04T00:00:00
1913	228	45	"mitglied"	1	"Mitglied"	2020-12-04		2020-12-04T00:00:00
1914	374	44	"mitglied"	12	"Stellvertreter/in"	2020-12-04		2020-12-04T00:00:00
1915	219	63	"praesident"	2	"Präsident/in"	2020-12-04		2020-12-04T00:00:00
